"draw","parameter","value"
871,"du",108.741
871,"rvm",91.5392
871,"fd0",0.0123142
871,"fv0",0.151498
871,"gamma1",5.52403
871,"gammad",4.77511
871,"gammav",2.41456
871,"kb",2.67898
871,"kc",2.42368
871,"kd",0.339172
871,"kv",1.89644
871,"phi0",0.611796
871,"phi1",0.0014887
871,"theta0",0.0764998
871,"theta1",2.89e-05
871,"ub",8.53581
871,"uc",10.9451
871,"uv",6.92522
871,"ud",5.07582
872,"ib0",32.28458
872,"ic0",18.55522
872,"id0",2.178176
872,"iv0",1.672463
872,"pcm",0.737639
872,"pvm",0.230894
872,"ad",7820.96
872,"av",1467.68
872,"b0",0.715873
872,"cd",0.0393393
872,"cu",0.0115822
872,"rm",71.6598
872,"d1",0.206233
872,"du",112.892
872,"rvm",87.5886
872,"fd0",0.0107701
872,"fv0",0.230298
872,"gamma1",6.11813
872,"gammad",4.91283
872,"gammav",3.56396
872,"kb",2.08098
872,"kc",2.22522
872,"kd",0.420747
872,"kv",2.34247
872,"phi0",0.616556
872,"phi1",0.0002558
872,"theta0",0.0603024
872,"theta1",8.65e-05
872,"ub",8.47393
872,"uc",5.90018
872,"uv",59.0199
872,"ud",7.64345
873,"ib0",47.75275
873,"ic0",15.87059
873,"id0",0.8639137
873,"iv0",1.173402
873,"pcm",0.787954
873,"pvm",0.173658
873,"ad",8461.29
873,"av",3258.88
873,"b0",0.631816
873,"cd",0.07106
873,"cu",0.0108692
873,"rm",64.6746
873,"d1",0.176148
873,"du",122.602
873,"rvm",104.329
873,"fd0",0.007602
873,"fv0",0.164474
873,"gamma1",2.17304
873,"gammad",4.70887
873,"gammav",1.972
873,"kb",2.61703
873,"kc",2.08668
873,"kd",0.481753
873,"kv",2.06529
873,"phi0",0.779088
873,"phi1",0.0001327
873,"theta0",0.0682519
873,"theta1",3.68e-05
873,"ub",4.4163
873,"uc",7.04901
873,"uv",11.1789
873,"ud",11.2057
874,"ib0",34.97804
874,"ic0",20.39142
874,"id0",0.7377501
874,"iv0",1.035432
874,"pcm",0.761884
874,"pvm",0.196811
874,"ad",8881.04
874,"av",2071.06
874,"b0",0.624558
874,"cd",0.0566341
874,"cu",0.0100488
874,"rm",68.3452
874,"d1",0.269371
874,"du",106.481
874,"rvm",84.8065
874,"fd0",0.0051681
874,"fv0",0.12913
874,"gamma1",3.80939
874,"gammad",4.80221
874,"gammav",3.64678
874,"kb",1.94181
874,"kc",2.36461
874,"kd",0.519761
874,"kv",1.919
874,"phi0",0.679932
874,"phi1",0.0008172
874,"theta0",0.0951144
874,"theta1",5.49e-05
874,"ub",8.03931
874,"uc",4.29058
874,"uv",7.63916
874,"ud",11.8181
875,"ib0",32.97322
875,"ic0",11.83765
875,"id0",3.664978
875,"iv0",0.8458436
875,"pcm",0.82676
875,"pvm",0.266753
875,"ad",8065.07
875,"av",3063.67
875,"b0",0.421711
875,"cd",0.0803841
875,"cu",0.0065069
875,"rm",64.9548
875,"d1",0.179878
875,"du",108.383
875,"rvm",73.8476
875,"fd0",7.76e-05
875,"fv0",0.026341
875,"gamma1",3.27304
875,"gammad",4.82585
875,"gammav",2.73459
875,"kb",2.18645
875,"kc",2.26111
875,"kd",0.716573
875,"kv",1.68024
875,"phi0",0.752708
875,"phi1",0.0010458
875,"theta0",0.0319237
875,"theta1",0.0003231
875,"ub",6.96098
875,"uc",7.57942
875,"uv",13.994
875,"ud",4.84002
876,"ib0",41.88306
876,"ic0",19.43817
876,"id0",6.47342
876,"iv0",0.7359845
876,"pcm",0.87684
876,"pvm",0.281719
876,"ad",7953.58
876,"av",2735.53
876,"b0",0.71776
876,"cd",0.0529652
876,"cu",0.0027923
876,"rm",68.815
876,"d1",0.258868
876,"du",88.5707
876,"rvm",52.1028
876,"fd0",0.0095812
876,"fv0",0.13562
876,"gamma1",1.76104
876,"gammad",6.32968
876,"gammav",2.75238
876,"kb",2.46132
876,"kc",2.19153
876,"kd",0.863465
876,"kv",1.88917
876,"phi0",0.719086
876,"phi1",0.0005843
876,"theta0",0.0934211
876,"theta1",3.83e-05
876,"ub",7.2975
876,"uc",10.5019
876,"uv",13.0137
876,"ud",8.49865
877,"ib0",53.60417
877,"ic0",25.94664
877,"id0",2.923825
877,"iv0",1.259332
877,"pcm",0.777187
877,"pvm",0.212762
877,"ad",8005.38
877,"av",1796.24
877,"b0",0.718484
877,"cd",0.0638504
877,"cu",0.0014226
877,"rm",68.0851
877,"d1",0.126055
877,"du",89.5786
877,"rvm",71.1403
877,"fd0",0.0093409
877,"fv0",0.0744319
877,"gamma1",0.663994
877,"gammad",4.58562
877,"gammav",2.70735
877,"kb",2.31833
877,"kc",2.59
877,"kd",0.432783
877,"kv",1.96873
877,"phi0",0.695948
877,"phi1",0.0014233
877,"theta0",0.0616117
877,"theta1",0.0001699
877,"ub",6.07217
877,"uc",6.10476
877,"uv",3.75078
877,"ud",8.22094
878,"ib0",28.84197
878,"ic0",34.76592
878,"id0",5.638246
878,"iv0",1.406275
878,"pcm",0.78327
878,"pvm",0.299655
878,"ad",7619.13
878,"av",1963.7
878,"b0",0.780621
878,"cd",0.0497329
878,"cu",0.0095344
878,"rm",72.8676
878,"d1",0.192773
878,"du",117.173
878,"rvm",68.2672
878,"fd0",0.0094763
878,"fv0",0.198491
878,"gamma1",3.34696
878,"gammad",5.16384
878,"gammav",2.37016
878,"kb",3.02342
878,"kc",2.78048
878,"kd",0.580915
878,"kv",1.75353
878,"phi0",0.587129
878,"phi1",0.0008131
878,"theta0",0.0458508
878,"theta1",0.0001071
878,"ub",12.7123
878,"uc",3.15645
878,"uv",9.31026
878,"ud",11.2031
879,"ib0",53.21148
879,"ic0",23.8543
879,"id0",0.4102697
879,"iv0",1.409256
879,"pcm",0.755949
879,"pvm",0.23735
879,"ad",7231.75
879,"av",3132.13
879,"b0",0.62363
879,"cd",0.193139
879,"cu",0.022049
879,"rm",71.8829
879,"d1",0.182264
879,"du",101.379
879,"rvm",129.916
879,"fd0",0.0186064
879,"fv0",0.0495764
879,"gamma1",8.21012
879,"gammad",5.22286
879,"gammav",1.65883
879,"kb",2.37358
879,"kc",2.41783
879,"kd",0.343875
879,"kv",2.06266
879,"phi0",0.717153
879,"phi1",0.0014926
879,"theta0",0.0453481
879,"theta1",8.55e-05
879,"ub",3.33599
879,"uc",4.33293
879,"uv",16.3433
879,"ud",9.25357
880,"ib0",27.08098
880,"ic0",22.17896
880,"id0",2.453598
880,"iv0",0.8139338
880,"pcm",0.945602
880,"pvm",0.178687
880,"ad",8581.19
880,"av",2396.75
880,"b0",0.729306
880,"cd",0.0661335
880,"cu",0.0071513
880,"rm",63.7018
880,"d1",0.183813
880,"du",107.565
880,"rvm",82.4507
880,"fd0",0.0080513
880,"fv0",0.159063
880,"gamma1",2.08235
880,"gammad",4.15174
880,"gammav",3.44972
880,"kb",2.17413
880,"kc",2.4819
880,"kd",0.471163
880,"kv",1.81395
880,"phi0",0.706458
880,"phi1",0.0008621
880,"theta0",0.104827
880,"theta1",3.94e-05
880,"ub",9.79074
880,"uc",4.79819
880,"uv",11.0188
880,"ud",6.26726
881,"ib0",63.88029
881,"ic0",16.13651
881,"id0",4.206906
881,"iv0",1.263297
881,"pcm",0.47253
881,"pvm",0.235925
881,"ad",7782.67
881,"av",3208.24
881,"b0",0.717673
881,"cd",0.0681834
881,"cu",0.0017569
881,"rm",82.2109
881,"d1",0.279622
881,"du",111.943
881,"rvm",60.7729
881,"fd0",0.010034
881,"fv0",0.0518446
881,"gamma1",2.85469
881,"gammad",6.1453
881,"gammav",3.01407
881,"kb",2.20094
881,"kc",1.97718
881,"kd",0.730743
881,"kv",1.5229
881,"phi0",0.800694
881,"phi1",0.0001176
881,"theta0",0.0231132
881,"theta1",0.0002458
881,"ub",6.46026
881,"uc",4.12909
881,"uv",1.48443
881,"ud",12.9735
882,"ib0",22.69008
882,"ic0",19.05365
882,"id0",2.052033
882,"iv0",1.267294
882,"pcm",0.786263
882,"pvm",0.206755
882,"ad",7000.6
882,"av",2322.88
882,"b0",0.738097
882,"cd",0.0332726
882,"cu",0.0073787
882,"rm",68.3557
882,"d1",0.080706
882,"du",101.321
882,"rvm",76.9104
882,"fd0",0.0160576
882,"fv0",0.253106
882,"gamma1",0.730152
882,"gammad",4.93747
882,"gammav",3.37097
882,"kb",2.33133
882,"kc",2.48176
882,"kd",0.307224
882,"kv",2.04691
882,"phi0",0.732367
882,"phi1",0.0018195
882,"theta0",0.0719682
882,"theta1",7.04e-05
882,"ub",5.2625
882,"uc",5.87134
882,"uv",17.5121
882,"ud",13.6385
883,"ib0",28.13864
883,"ic0",30.06281
883,"id0",0.0567825
883,"iv0",1.423911
883,"pcm",0.921699
883,"pvm",0.194302
883,"ad",7585.3
883,"av",4512.37
883,"b0",0.822226
883,"cd",0.065164
883,"cu",0.001763
883,"rm",65.8044
883,"d1",0.112032
883,"du",88.6022
883,"rvm",63.7459
883,"fd0",0.0221809
883,"fv0",0.191349
883,"gamma1",0.919361
883,"gammad",5.15478
883,"gammav",1.79157
883,"kb",2.98995
883,"kc",2.93147
883,"kd",0.247233
883,"kv",1.94713
883,"phi0",0.769245
883,"phi1",0.0013848
883,"theta0",0.057093
883,"theta1",5.94e-05
883,"ub",10.5575
883,"uc",4.86448
883,"uv",5.30456
883,"ud",7.86584
884,"ib0",36.82871
884,"ic0",15.26611
884,"id0",5.659962
884,"iv0",0.9865171
884,"pcm",0.930016
884,"pvm",0.187459
884,"ad",7245.14
884,"av",2113.42
884,"b0",0.546599
884,"cd",0.0817678
884,"cu",0.0116082
884,"rm",64.6853
884,"d1",0.14872
884,"du",110.401
884,"rvm",93.6555
884,"fd0",0.0126793
884,"fv0",0.156104
884,"gamma1",1.28902
884,"gammad",4.9728
884,"gammav",3.2137
884,"kb",2.09183
884,"kc",2.11989
884,"kd",0.681694
884,"kv",2.01549
884,"phi0",0.723733
884,"phi1",0.000625
884,"theta0",0.15459
884,"theta1",2.29e-05
884,"ub",7.94989
884,"uc",8.18047
884,"uv",14.6645
884,"ud",16.0612
885,"ib0",34.22039
885,"ic0",16.2972
885,"id0",0.1170314
885,"iv0",1.176248
885,"pcm",0.689404
885,"pvm",0.168854
885,"ad",8856.54
885,"av",1763.68
885,"b0",0.663525
885,"cd",0.0750269
885,"cu",0.0077787
885,"rm",74.5661
885,"d1",0.142085
885,"du",119.44
885,"rvm",94.5292
885,"fd0",0.0079721
885,"fv0",0.241273
885,"gamma1",2.8425
885,"gammad",4.53733
885,"gammav",4.38413
885,"kb",2.7865
885,"kc",2.30007
885,"kd",0.311368
885,"kv",2.04801
885,"phi0",0.978014
885,"phi1",0.0006966
885,"theta0",0.0907626
885,"theta1",7.36e-05
885,"ub",7.55664
885,"uc",6.21048
885,"uv",16.8708
885,"ud",5.7414
886,"ib0",80.44231
886,"ic0",20.48408
886,"id0",1.484871
886,"iv0",1.217597
886,"pcm",0.700836
886,"pvm",0.189405
886,"ad",8038.57
886,"av",2288.4
886,"b0",0.544798
886,"cd",0.0536597
886,"cu",0.0079325
886,"rm",74.2499
886,"d1",0.1536
886,"du",117.904
886,"rvm",66.1561
886,"fd0",0.010996
886,"fv0",0.120653
886,"gamma1",0.839246
886,"gammad",4.22208
886,"gammav",3.74202
886,"kb",2.32176
886,"kc",2.71473
886,"kd",0.44023
886,"kv",2.0077
886,"phi0",0.705781
886,"phi1",0.0018331
886,"theta0",0.068111
886,"theta1",0.0001126
886,"ub",4.10175
886,"uc",3.9433
886,"uv",4.13193
886,"ud",8.1765
887,"ib0",18.99045
887,"ic0",17.81342
887,"id0",1.067366
887,"iv0",2.105283
887,"pcm",0.978412
887,"pvm",0.224009
887,"ad",7764.1
887,"av",2583.97
887,"b0",0.673739
887,"cd",0.0574673
887,"cu",0.0086658
887,"rm",65.1555
887,"d1",0.198217
887,"du",116.829
887,"rvm",87.1784
887,"fd0",0.0108967
887,"fv0",0.103095
887,"gamma1",2.10196
887,"gammad",6.77694
887,"gammav",2.10719
887,"kb",2.54608
887,"kc",3.21076
887,"kd",0.48956
887,"kv",2.34475
887,"phi0",0.75846
887,"phi1",0.0032589
887,"theta0",0.0443796
887,"theta1",0.0003426
887,"ub",7.2722
887,"uc",8.30411
887,"uv",23.976
887,"ud",5.16784
888,"ib0",29.00483
888,"ic0",17.79002
888,"id0",1.020751
888,"iv0",1.210631
888,"pcm",0.864839
888,"pvm",0.167711
888,"ad",8156.93
888,"av",2542.61
888,"b0",0.448042
888,"cd",0.0644803
888,"cu",0.0024029
888,"rm",66.4616
888,"d1",0.173061
888,"du",112.809
888,"rvm",68.7897
888,"fd0",0.0039219
888,"fv0",0.281574
888,"gamma1",1.25115
888,"gammad",4.16051
888,"gammav",2.6174
888,"kb",2.75916
888,"kc",2.64959
888,"kd",0.568905
888,"kv",2.41142
888,"phi0",0.830309
888,"phi1",0.0006209
888,"theta0",0.123921
888,"theta1",9.61e-05
888,"ub",13.2747
888,"uc",7.04566
888,"uv",2.95185
888,"ud",20.0255
889,"ib0",28.33261
889,"ic0",17.03037
889,"id0",1.31216
889,"iv0",0.7714115
889,"pcm",0.990925
889,"pvm",0.225707
889,"ad",8806.31
889,"av",2532.51
889,"b0",0.588503
889,"cd",0.0854615
889,"cu",0.0014185
889,"rm",64.0171
889,"d1",0.164453
889,"du",114.833
889,"rvm",66.1722
889,"fd0",0.0057638
889,"fv0",0.162582
889,"gamma1",1.54542
889,"gammad",5.37745
889,"gammav",2.53133
889,"kb",3.04016
889,"kc",2.58985
889,"kd",0.625986
889,"kv",1.97602
889,"phi0",0.925913
889,"phi1",0.0023821
889,"theta0",0.0716697
889,"theta1",0.0001801
889,"ub",6.93787
889,"uc",4.43536
889,"uv",16.418
889,"ud",9.46895
890,"ib0",27.98338
890,"ic0",21.56538
890,"id0",0.3118576
890,"iv0",0.9600934
890,"pcm",0.79973
890,"pvm",0.16473
890,"ad",8910.09
890,"av",1966.92
890,"b0",0.662698
890,"cd",0.0333562
890,"cu",0.0022548
890,"rm",67.5176
890,"d1",0.174818
890,"du",90.2481
890,"rvm",86.8492
890,"fd0",0.0011856
890,"fv0",0.229542
890,"gamma1",0.702022
890,"gammad",4.06618
890,"gammav",4.52274
890,"kb",2.87497
890,"kc",2.62889
890,"kd",0.338634
890,"kv",2.15593
890,"phi0",0.675721
890,"phi1",0.0011363
890,"theta0",0.0896762
890,"theta1",7.94e-05
890,"ub",6.90547
890,"uc",6.42763
890,"uv",27.6691
890,"ud",7.05287
891,"ib0",73.62785
891,"ic0",19.12128
891,"id0",0.9685276
891,"iv0",1.321413
891,"pcm",0.756239
891,"pvm",0.198227
891,"ad",7769.28
891,"av",2746.02
891,"b0",0.698998
891,"cd",0.0765956
891,"cu",0.0040574
891,"rm",69.3911
891,"d1",0.169894
891,"du",95.126
891,"rvm",61.7236
891,"fd0",0.0127281
891,"fv0",0.187218
891,"gamma1",1.65322
891,"gammad",4.43399
891,"gammav",3.47155
891,"kb",1.35621
891,"kc",2.05311
891,"kd",0.285764
891,"kv",1.90619
891,"phi0",0.628708
891,"phi1",0.0002504
891,"theta0",0.0729811
891,"theta1",0.0001075
891,"ub",3.28722
891,"uc",4.38954
891,"uv",6.17702
891,"ud",4.90126
892,"ib0",39.39697
892,"ic0",17.1611
892,"id0",2.107151
892,"iv0",1.752774
892,"pcm",0.785807
892,"pvm",0.187041
892,"ad",8103.02
892,"av",2633.47
892,"b0",0.492922
892,"cd",0.0644793
892,"cu",0.0021805
892,"rm",68.331
892,"d1",0.208481
892,"du",103.283
892,"rvm",81.3114
892,"fd0",0.0005373
892,"fv0",0.0745304
892,"gamma1",1.09002
892,"gammad",6.49942
892,"gammav",2.1628
892,"kb",1.9142
892,"kc",2.62225
892,"kd",0.690289
892,"kv",2.37189
892,"phi0",0.636728
892,"phi1",0.0004097
892,"theta0",0.0489673
892,"theta1",0.0002465
892,"ub",5.95454
892,"uc",9.03004
892,"uv",2.53481
892,"ud",13.4301
893,"ib0",55.18808
893,"ic0",19.68382
893,"id0",0.672694
893,"iv0",1.023146
893,"pcm",0.689373
893,"pvm",0.329567
893,"ad",8132.1
893,"av",2688.13
893,"b0",0.640598
893,"cd",0.0599771
893,"cu",0.0044441
893,"rm",69.6876
893,"d1",0.134344
893,"du",116.832
893,"rvm",48.4266
893,"fd0",0.0078863
893,"fv0",0.106173
893,"gamma1",1.51206
893,"gammad",3.96468
893,"gammav",2.81156
893,"kb",2.28775
893,"kc",2.22981
893,"kd",0.302412
893,"kv",1.599
893,"phi0",0.855598
893,"phi1",0.0014321
893,"theta0",0.0407134
893,"theta1",4.22e-05
893,"ub",4.72898
893,"uc",5.59601
893,"uv",0.39681
893,"ud",5.7421
894,"ib0",111.0916
894,"ic0",19.29469
894,"id0",3.689276
894,"iv0",0.9286727
894,"pcm",0.580565
894,"pvm",0.189077
894,"ad",6830.25
894,"av",2260.92
894,"b0",0.614348
894,"cd",0.0525128
894,"cu",0.0134563
894,"rm",66.797
894,"d1",0.165721
894,"du",82.8325
894,"rvm",93.5553
894,"fd0",0.0114384
894,"fv0",0.249578
894,"gamma1",8.21024
894,"gammad",5.49162
894,"gammav",3.10354
894,"kb",1.78803
894,"kc",2.37712
894,"kd",0.449659
894,"kv",1.98278
894,"phi0",0.561827
894,"phi1",0.0007001
894,"theta0",0.0958015
894,"theta1",3.71e-05
894,"ub",3.48062
894,"uc",3.1272
894,"uv",15.5668
894,"ud",10.885
895,"ib0",25.12556
895,"ic0",14.80072
895,"id0",2.702192
895,"iv0",1.480548
895,"pcm",0.968245
895,"pvm",0.175069
895,"ad",7529.18
895,"av",2529.91
895,"b0",0.533026
895,"cd",0.0708759
895,"cu",0.0108458
895,"rm",65.255
895,"d1",0.13321
895,"du",98.3363
895,"rvm",86.048
895,"fd0",0.0020623
895,"fv0",0.142041
895,"gamma1",1.99807
895,"gammad",4.66336
895,"gammav",3.45243
895,"kb",1.99942
895,"kc",2.38129
895,"kd",0.477266
895,"kv",2.09904
895,"phi0",0.656244
895,"phi1",4.47e-05
895,"theta0",0.0601959
895,"theta1",0.0001902
895,"ub",6.70087
895,"uc",12.6489
895,"uv",8.1989
895,"ud",4.65217
896,"ib0",28.06503
896,"ic0",23.6811
896,"id0",1.202505
896,"iv0",1.444889
896,"pcm",0.981924
896,"pvm",0.198707
896,"ad",8288.6
896,"av",3058.97
896,"b0",0.630261
896,"cd",0.0518339
896,"cu",0.0132331
896,"rm",64.5932
896,"d1",0.170251
896,"du",114.303
896,"rvm",78.6648
896,"fd0",0.0124065
896,"fv0",0.276813
896,"gamma1",3.83552
896,"gammad",5.16582
896,"gammav",4.79985
896,"kb",2.02341
896,"kc",2.60441
896,"kd",0.434247
896,"kv",2.21185
896,"phi0",0.778211
896,"phi1",0.000393
896,"theta0",0.0572935
896,"theta1",2.86e-05
896,"ub",7.79438
896,"uc",4.96399
896,"uv",15.0292
896,"ud",8.16157
897,"ib0",30.97841
897,"ic0",18.80603
897,"id0",1.682352
897,"iv0",1.589578
897,"pcm",0.642194
897,"pvm",0.175359
897,"ad",8073.87
897,"av",2395.19
897,"b0",0.736838
897,"cd",0.0589316
897,"cu",0.0075665
897,"rm",79.1936
897,"d1",0.200201
897,"du",116.528
897,"rvm",81.8983
897,"fd0",0.0113036
897,"fv0",0.117545
897,"gamma1",1.16157
897,"gammad",4.6741
897,"gammav",2.60526
897,"kb",2.02344
897,"kc",2.27596
897,"kd",0.45918
897,"kv",1.9134
897,"phi0",0.676671
897,"phi1",0.001258
897,"theta0",0.054909
897,"theta1",5.37e-05
897,"ub",9.30119
897,"uc",5.49658
897,"uv",3.19203
897,"ud",4.93022
898,"ib0",39.92499
898,"ic0",19.34287
898,"id0",1.818651
898,"iv0",1.527419
898,"pcm",0.863947
898,"pvm",0.147491
898,"ad",8170.47
898,"av",1621.61
898,"b0",0.486733
898,"cd",0.0647713
898,"cu",0.0210288
898,"rm",66.1564
898,"d1",0.136483
898,"du",96.7433
898,"rvm",92.2951
898,"fd0",0.0125517
898,"fv0",0.261664
898,"gamma1",3.41267
898,"gammad",4.90075
898,"gammav",3.52587
898,"kb",2.71804
898,"kc",2.40787
898,"kd",0.544618
898,"kv",2.46461
898,"phi0",0.960696
898,"phi1",0.0006796
898,"theta0",0.0899736
898,"theta1",0.0003468
898,"ub",7.67862
898,"uc",7.04132
898,"uv",26.7291
898,"ud",4.65903
899,"ib0",63.44909
899,"ic0",18.92813
899,"id0",1.422529
899,"iv0",1.019034
899,"pcm",0.732584
899,"pvm",0.13394
899,"ad",7360.1
899,"av",2886.88
899,"b0",0.783588
899,"cd",0.0846743
899,"cu",0.0123496
899,"rm",70.0258
899,"d1",0.140007
899,"du",106.343
899,"rvm",68.7632
899,"fd0",0.0072572
899,"fv0",0.14243
899,"gamma1",5.95377
899,"gammad",4.15313
899,"gammav",3.25144
899,"kb",1.93209
899,"kc",1.96851
899,"kd",0.335513
899,"kv",2.02064
899,"phi0",0.72927
899,"phi1",0.0005866
899,"theta0",0.0817109
899,"theta1",5.1e-05
899,"ub",5.63185
899,"uc",4.10431
899,"uv",1.78527
899,"ud",11.7743
900,"ib0",29.74806
900,"ic0",18.58325
900,"id0",1.102487
900,"iv0",1.678224
900,"pcm",0.965437
900,"pvm",0.180251
900,"ad",7789.49
900,"av",2454.36
900,"b0",0.736189
900,"cd",0.0845795
900,"cu",0.0013649
900,"rm",62.4232
900,"d1",0.129403
900,"du",89.7877
900,"rvm",79.8592
900,"fd0",0.0313599
900,"fv0",0.262031
900,"gamma1",1.02872
900,"gammad",4.61128
900,"gammav",2.37161
900,"kb",2.2464
900,"kc",2.50594
900,"kd",0.337541
900,"kv",2.1009
900,"phi0",0.585665
900,"phi1",0.0017335
900,"theta0",0.0518694
900,"theta1",0.0001369
900,"ub",8.94296
900,"uc",9.21412
900,"uv",15.2426
900,"ud",10.1256
901,"ib0",34.43482
901,"ic0",17.22129
901,"id0",1.312555
901,"iv0",1.753352
901,"pcm",0.811727
901,"pvm",0.187966
901,"ad",7579.82
901,"av",1954.04
901,"b0",0.725609
901,"cd",0.0601537
901,"cu",0.001732
901,"rm",62.4529
901,"d1",0.118326
901,"du",107.907
901,"rvm",74.2919
901,"fd0",0.0220021
901,"fv0",0.171293
901,"gamma1",0.772004
901,"gammad",4.97679
901,"gammav",2.68421
901,"kb",1.73793
901,"kc",2.30534
901,"kd",0.334222
901,"kv",1.99008
901,"phi0",0.802221
901,"phi1",0.0009963
901,"theta0",0.0575153
901,"theta1",0.0001456
901,"ub",5.91967
901,"uc",4.51412
901,"uv",9.35997
901,"ud",12.5972
902,"ib0",120.3443
902,"ic0",13.3437
902,"id0",1.765216
902,"iv0",1.457419
902,"pcm",0.694616
902,"pvm",0.234939
902,"ad",7157.09
902,"av",2366.26
902,"b0",0.435939
902,"cd",0.0826898
902,"cu",0.0088841
902,"rm",66.4053
902,"d1",0.0793042
902,"du",119.088
902,"rvm",86.7949
902,"fd0",0.0043583
902,"fv0",0.0999123
902,"gamma1",4.89676
902,"gammad",5.00519
902,"gammav",2.32293
902,"kb",2.55327
902,"kc",2.11979
902,"kd",0.290125
902,"kv",2.11096
902,"phi0",0.644121
902,"phi1",0.0005922
902,"theta0",0.0501727
902,"theta1",0.0001121
902,"ub",4.42668
902,"uc",7.52039
902,"uv",12.512
902,"ud",1.168
903,"ib0",99.14883
903,"ic0",15.09462
903,"id0",1.140516
903,"iv0",1.324818
903,"pcm",0.433963
903,"pvm",0.172983
903,"ad",8218.05
903,"av",3134.21
903,"b0",0.64992
903,"cd",0.0505091
903,"cu",0.0042358
903,"rm",82.8335
903,"d1",0.206993
903,"du",106.512
903,"rvm",67.2393
903,"fd0",0.0068458
903,"fv0",0.249665
903,"gamma1",2.17963
903,"gammad",4.96224
903,"gammav",4.05482
903,"kb",2.47431
903,"kc",2.00106
903,"kd",0.402181
903,"kv",2.32746
903,"phi0",0.657712
903,"phi1",0.0005091
903,"theta0",0.0769098
903,"theta1",0.0001523
903,"ub",3.25082
903,"uc",6.43601
903,"uv",24.6046
903,"ud",4.40242
904,"ib0",59.72181
904,"ic0",21.65674
904,"id0",3.46926
904,"iv0",0.9039754
904,"pcm",0.643988
904,"pvm",0.176439
904,"ad",8769.8
904,"av",2641.34
904,"b0",0.737604
904,"cd",0.0907066
904,"cu",0.0114319
904,"rm",71.9551
904,"d1",0.231529
904,"du",105.759
904,"rvm",96.3626
904,"fd0",0.006271
904,"fv0",0.0957542
904,"gamma1",7.44645
904,"gammad",4.88271
904,"gammav",2.55566
904,"kb",1.92101
904,"kc",2.35165
904,"kd",0.687979
904,"kv",1.93728
904,"phi0",0.868751
904,"phi1",0.0013683
904,"theta0",0.0456744
904,"theta1",0.0001566
904,"ub",7.02029
904,"uc",5.65419
904,"uv",23.0597
904,"ud",12.9732
905,"ib0",39.99578
905,"ic0",18.73525
905,"id0",4.869646
905,"iv0",0.7679288
905,"pcm",0.717954
905,"pvm",0.170887
905,"ad",8233.52
905,"av",2435.4
905,"b0",0.402041
905,"cd",0.0685381
905,"cu",0.0076987
905,"rm",73.4501
905,"d1",0.125164
905,"du",98.999
905,"rvm",75.7062
905,"fd0",0.0034025
905,"fv0",0.252667
905,"gamma1",2.05782
905,"gammad",5.08409
905,"gammav",2.76418
905,"kb",2.64109
905,"kc",2.78915
905,"kd",0.874873
905,"kv",2.08397
905,"phi0",0.845857
905,"phi1",0.0016386
905,"theta0",0.187502
905,"theta1",5.55e-05
905,"ub",8.47056
905,"uc",4.95075
905,"uv",11.0937
905,"ud",10.3544
906,"ib0",39.22608
906,"ic0",20.45193
906,"id0",0.4239774
906,"iv0",1.218053
906,"pcm",0.768221
906,"pvm",0.130019
906,"ad",8118.82
906,"av",2853.56
906,"b0",0.589991
906,"cd",0.0627073
906,"cu",0.0001813
906,"rm",67.2831
906,"d1",0.156524
906,"du",102.779
906,"rvm",92.7148
906,"fd0",0.009269
906,"fv0",0.125286
906,"gamma1",1.41429
906,"gammad",4.91046
906,"gammav",2.17997
906,"kb",1.50962
906,"kc",2.6471
906,"kd",0.342854
906,"kv",2.04247
906,"phi0",0.667068
906,"phi1",0.0005844
906,"theta0",0.0941299
906,"theta1",8.25e-05
906,"ub",3.12184
906,"uc",3.27616
906,"uv",5.49218
906,"ud",4.80758
907,"ib0",108.5654
907,"ic0",16.85325
907,"id0",0.1153848
907,"iv0",2.617742
907,"pcm",0.548153
907,"pvm",0.109729
907,"ad",8072.25
907,"av",2344.54
907,"b0",0.592759
907,"cd",0.0811599
907,"cu",0.0093009
907,"rm",70.9754
907,"d1",0.126097
907,"du",112.359
907,"rvm",75.7462
907,"fd0",0.0223074
907,"fv0",0.352214
907,"gamma1",2.19681
907,"gammad",4.4309
907,"gammav",4.39403
907,"kb",2.1996
907,"kc",2.17714
907,"kd",0.270492
907,"kv",2.79384
907,"phi0",0.691834
907,"phi1",0.0004114
907,"theta0",0.0408427
907,"theta1",0.0003188
907,"ub",5.2036
907,"uc",4.47345
907,"uv",5.76232
907,"ud",7.67456
908,"ib0",40.74971
908,"ic0",14.37113
908,"id0",2.3162
908,"iv0",1.167701
908,"pcm",0.803395
908,"pvm",0.194279
908,"ad",7444
908,"av",2337.05
908,"b0",0.525878
908,"cd",0.0373413
908,"cu",0.0010899
908,"rm",69.9447
908,"d1",0.155544
908,"du",99.7518
908,"rvm",77.0821
908,"fd0",0.0010759
908,"fv0",0.161772
908,"gamma1",0.693881
908,"gammad",4.05238
908,"gammav",2.34992
908,"kb",2.32637
908,"kc",2.14927
908,"kd",0.417739
908,"kv",2.09509
908,"phi0",0.761396
908,"phi1",0.0003201
908,"theta0",0.0662303
908,"theta1",0.0001567
908,"ub",4.07871
908,"uc",7.79437
908,"uv",14.532
908,"ud",6.60575
909,"ib0",102.1283
909,"ic0",18.97887
